id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15835076,Lovely 3 bedroom Townhome,90779543,Zed,,Gloucester-Southgate,45.37664,-75.64225,Private room,26,30,1,2016-11-09,0.02,4,72,0,
15850646,Spacious Bedroom Close to Airport and Downtown,41862815,Ilana,,Alta Vista,45.38272,-75.64378,Private room,40,1,2,2018-08-30,0.04,1,0,0,
15940594,COZY 2BD HOME - CLEAN AND READY,103465979,Wendy,,Bay,45.35924,-75.78903,Entire home/apt,125,7,106,2020-09-13,2.26,1,272,3,
15972312,Little Jewel in Central Ottawa 3bd,99500083,Westhaven,,River,45.38077,-75.72539,Entire home/apt,96,2,147,2020-01-02,2.48,4,361,24,
15973955,Beautiful Modern 1 Bedroom Loft,14499191,Edward,,Kitchissippi,45.40526,-75.73197,Entire home/apt,80,2,29,2018-04-27,0.59,1,0,0,
16083423,Alta Vista area. PRIVATE. SPACIOUS. FREE PARKING,98180253,Jim & Rinette,,Alta Vista,45.3866,-75.67216,Private room,60,2,150,2020-01-28,2.80,1,291,5,
16145283,Heritage Jewel in the Byward Market,58249523,Pat,,Rideau-Vanier,45.43275,-75.69263,Entire home/apt,123,2,271,2021-10-11,4.64,1,63,41,
16174841,Perfect Location,102101487,Alexander,,Capital,45.3999,-75.68814,Private room,53,1,15,2017-06-19,0.26,3,48,0,
16201850,Amazing House to enjoy Ottawa,32290796,Ruba,,Kanata North,45.35181,-75.93276,Entire home/apt,130,30,0,,,1,231,0,
16207710,Barrhaven Homestay - Spacious room #1 in basement,102979663,Katherine Van,,Gloucester-South Nepean,45.28196,-75.71843,Private room,30,2,22,2018-12-18,0.38,3,46,0,
16207833,Barrhaven Homestay - Cozy Room #2,102979663,Katherine Van,,Gloucester-South Nepean,45.28203,-75.71872,Private room,30,2,5,2017-07-04,0.09,3,0,0,
16207919,Barrhaven- Spacious room #3 in the basement,102979663,Katherine Van,,Gloucester-South Nepean,45.2805,-75.71967,Private room,32,2,9,2018-02-18,0.16,3,291,0,
16230189,Private Downtown Condo in Ottawa near Parliament#1,79847570,May,,Rideau-Vanier,45.43023,-75.69525,Entire home/apt,145,1,166,2021-09-24,3.36,5,360,21,
16253668,"One Bedroom Apartment in Byward Market, Downtown",3140454,T.J.,,Rideau-Vanier,45.43069,-75.69073,Entire home/apt,150,22,18,2019-09-29,0.44,1,65,0,
16274004,Beacon Hill Place,106432769,Kris,,Beacon Hill-Cyrville,45.44222,-75.60224,Entire home/apt,119,1,17,2017-09-03,0.34,1,0,0,
16288592,Private Downtown Condo in Ottawa near Parliament#2,79847570,May,,Rideau-Vanier,45.42981,-75.69482,Entire home/apt,178,1,229,2021-10-07,3.92,5,154,28,
16290914,Elcho's ExplOre Ottawa  Luxury Apt. For 6. Parking,106574036,Elcho,,Rideau-Vanier,45.42528,-75.67399,Entire home/apt,145,1,21,2018-11-25,0.36,4,208,2,
16294332,Room in walking distance from Carleton U,93232736,Ivan,,River,45.36748,-75.70239,Private room,80,30,1,2017-07-03,0.02,3,0,0,
16299087,Walk to Byward Market from a Cozy Apartment,101501830,Joseph,,Rideau-Vanier,45.42987,-75.69408,Entire home/apt,165,30,82,2019-11-22,1.68,2,349,0,
16311937,Prestige Meets Luxury In 3B Heritage Gold Triangle,40970397,Margaret,,Somerset,45.41682,-75.68548,Entire home/apt,241,90,36,2021-09-09,3.93,1,151,15,
16313005,Modern Kanata Executive Townhome w/ Parking - Pet friendly!,81875539,Breathe,,Kanata South,45.27806,-75.84238,Entire home/apt,396,10,42,2020-11-28,0.79,7,39,5,
16320675,"Private, quiet, clean apartment",106812521,Ann,,Rideau-Vanier,45.43867,-75.65642,Entire home/apt,58,2,100,2020-01-06,2.38,1,268,15,
16336784,"2 Bedroom apt., stones throw from Civic Hospital",63226137,York,,Kitchissippi,45.39208,-75.72765,Entire home/apt,149,5,18,2019-10-14,0.52,1,44,1,
16348342,Clean & Modern Living in Little Italy & Chinatown,32258023,Nathan,,Somerset,45.4093,-75.71537,Entire home/apt,98,4,162,2019-02-01,2.90,1,32,13,
16353027,Private apartment in the heart of Chinatown,107081747,Jimmy,,Somerset,45.41024,-75.70631,Entire home/apt,59,2,205,2020-03-07,3.77,1,7,25,
16379102,Spacious Fully Equipped Studio in Trendy Westboro,10876672,Michelle,,Kitchissippi,45.3842,-75.74418,Entire home/apt,62,2,344,2021-09-23,5.98,1,217,40,
16479165,Westboro BeachHouse,51131943,Brenda,,Kitchissippi,45.39348,-75.75886,Entire home/apt,295,2,70,2021-09-26,8.94,1,259,20,
16491956,"Quiet Downtown, 2 level, Family-friendly Apartment",1265877,Andreas,,Somerset,45.40984,-75.69842,Entire home/apt,120,2,153,2020-03-05,2.82,1,22,2,
16505214,Large Private Room In Spacious Downtown Condo,41108310,Pierre,,Rideau-Vanier,45.42454,-75.68265,Private room,56,1,17,2018-11-26,0.44,1,0,0,
16536507,Elcho's ExplOre Ottawa #3. Upper Duplex. Parking,106574036,Elcho,,Rideau-Vanier,45.42501,-75.67272,Entire home/apt,115,2,6,2020-04-02,0.11,4,208,0,
16555596,Our Lovely Guest Room (Elcho's ExplOre Ottawa),106574036,Elcho,,Rideau-Vanier,45.4264,-75.67389,Private room,81,2,30,2021-08-25,0.67,4,186,8,
16555801,4 - Ottawa  Center  - Clean & Safe Home,40441562,Andres And Raquel,,Somerset,45.41287,-75.70272,Private room,42,2,267,2020-04-17,4.59,7,304,28,
16646606,Rideau Canal Luxurious 1BD/kitchenette/studio,38156157,Jean-Paul,,Capital,45.4052,-75.68047,Private room,89,2,25,2019-08-30,0.44,1,290,0,
16647449,Luxury Home near Rideau Canal and Byward Market,35029053,Marc,,Capital,45.40516,-75.67548,Entire home/apt,250,3,102,2020-12-04,1.98,2,0,1,
16687942,Private Queen bedroom + bathroom,80033152,Gerrie,,Capital,45.40675,-75.68567,Private room,150,2,12,2019-09-02,0.22,1,0,0,
16710089,Westboro Studio Apt-great location-own entrance,109381066,Rob,,Kitchissippi,45.39353,-75.7579,Entire home/apt,85,5,270,2020-03-16,5.05,1,74,0,
16723160,"Centrally located, large bedroom, private bathroom",22236456,Madeline,,Rideau-Rockcliffe,45.42509,-75.66293,Private room,52,30,15,2017-09-10,0.26,2,166,1,
16766230,2 Bedroom Overlooking the Rideau Canal w Parking,56227747,Dimitri,,Capital,45.4126,-75.68273,Entire home/apt,128,2,267,2020-09-10,5.10,1,57,40,
16769357,Ravereviews 3bdr 4bed baby crib 4par longterm aval,111323233,Elena,,Gloucester-Southgate,45.36414,-75.62152,Entire home/apt,99,7,130,2020-10-03,2.38,1,282,6,
16813510,Chateau Lees Renovated Heritage Home - 2BD(+) 2BTH,2530805,Chantal,,Capital,45.41216,-75.67887,Entire home/apt,185,3,20,2019-07-07,0.38,2,314,4,
16822427,"Affordable retreat - clean, safe & convenient",43530710,Donald,,Alta Vista,45.39952,-75.65721,Entire home/apt,155,2,63,2018-06-12,1.25,1,39,0,
16855823,Laurier Condo Great Monthly With Everything,7580482,Paul,,Somerset,45.41416,-75.70371,Entire home/apt,65,60,20,2017-12-21,0.39,1,259,0,
16884001,"Clean, Comfortable with Easy Access Everywhere",35061784,Rose,,Beacon Hill-Cyrville,45.41865,-75.62737,Entire home/apt,89,5,36,2018-12-21,0.67,2,46,2,
16977013,Home away from home - private basement guest suite,54222843,Christina,,Innes,45.42954,-75.51469,Private room,56,2,55,2019-11-07,2.18,1,136,1,
16995573,Executive Family Home in Lake Community,4630789,Stephanie,,Osgoode,45.27088,-75.58327,Entire home/apt,195,3,40,2018-06-24,1.28,1,0,0,
17073719,Charming downtown living,48439550,Shahnaz,,Somerset,45.41411,-75.7034,Entire home/apt,85,182,5,2019-06-29,0.09,3,38,0,
17107810,3 Bdr Exec home near Aiport w Luxury Master suite,26538331,Cynthia,,Alta Vista,45.37853,-75.65605,Entire home/apt,204,5,59,2019-10-22,1.10,1,10,7,
17132443,Driftwood - an Oasis on the outskirts,2374544,Mary,,West Carleton-March,45.29427,-76.07635,Private room,88,2,51,2021-09-01,1.97,1,52,11,
17135850,Beautiful room to rent for August,4462127,Mélina,,Gloucester-Southgate,45.35996,-75.63577,Private room,25,18,11,2017-12-16,0.21,2,0,0,
17150200,The Grand Loft Suite,38029355,Kamel,,Rideau-Vanier,45.42842,-75.67437,Private room,200,7,31,2018-08-29,0.58,1,90,0,
17155640,Cozy room rent for July- August,4462127,Mélina,,Gloucester-Southgate,45.35772,-75.63641,Private room,23,90,25,2017-08-21,0.60,2,0,0,
17156695,"Spacious yet cozy townhome, perfect winter escape",115067729,Phillip,,Stittsville-Kanata West,45.26849,-75.90626,Entire home/apt,77,3,50,2019-02-24,0.90,1,0,0,
17171546,Best Western Plus Ottawa City Centre Suite 206,115517250,Sandy,,River,45.38485,-75.73371,Entire home/apt,139,7,3,2018-10-13,0.05,1,0,0,
17191132,Byward ✈︎ LOCATION ✈︎ Rideau River Setting ✈︎,19259032,Kirsten & Yannick,,Rideau-Vanier,45.43451,-75.69025,Entire home/apt,119,4,47,2018-03-16,0.88,1,0,0,
17230066,"Warm and Spacious Place to Stay, Near Downtown",53050867,Franck,,Alta Vista,45.39939,-75.62499,Private room,110,1,8,2018-08-30,0.15,1,292,0,
17251952,Hintonburg's Gem,116264099,Susan,,Kitchissippi,45.40508,-75.72695,Entire home/apt,110,3,43,2019-08-24,0.84,1,0,4,
17264791,Executive 3 bed / 3 bath in top location Westboro,80063062,Julie & Marc,,Kitchissippi,45.39307,-75.75818,Entire home/apt,350,15,54,2019-08-08,1.91,2,0,0,
17265279,Elegant 1 Bedroom in Beechwood Village (Suite 2),21702498,Jane,,Rideau-Vanier,45.43969,-75.66988,Entire home/apt,80,7,17,2020-04-30,0.31,2,259,0,
17266371,Heart of Downtown Ottawa 1-bedrm apart (S-07),41604531,Sam,,Rideau-Vanier,45.42789,-75.68819,Entire home/apt,88,1,419,2021-10-05,7.45,17,354,73,
17299112,"Central, comfortable, double bed, shared bathroom",22236456,Madeline,,Rideau-Rockcliffe,45.4247,-75.66117,Private room,38,30,14,2019-08-31,0.29,2,200,1,
17301663,Downtown Condo Steps Away From Parliament Hill,4143895,Evgenia,,Somerset,45.41806,-75.68995,Entire home/apt,81,2,9,2019-02-17,0.17,1,0,0,
17345085,"Waterfront property, 17 kms to downtown Ottawa.",110457614,Maureen & Albert,,Gloucester-South Nepean,45.30085,-75.70055,Private room,90,2,60,2019-07-08,1.16,1,344,13,
17362717,Cozy 2 bedroom with parking,50520188,Brian,,Somerset,45.41556,-75.68605,Entire home/apt,328,90,2,2017-07-22,0.04,5,365,0,
17384465,Beautiful Farmhouse Ottawa - ISOLATE HERE,116002263,Scott,,Rideau-Goulbourn,45.23729,-75.80998,Entire home/apt,165,3,108,2019-07-20,2.67,2,136,6,
17407489,Downtown Canal - Private Apt 1 Bdrm/1 Bth/Parking,14867555,Tula,,Somerset,45.41828,-75.68442,Entire home/apt,121,2,283,2021-09-16,5.44,2,0,45,
17433103,Cozy 1 Bedroom in Centretown Ottawa,57210742,Oz,,Somerset,45.41088,-75.69491,Entire home/apt,101,1,458,2020-12-05,8.56,1,0,45,
17435334,Pineview - Charming/Tranquil,114409901,Gurly,,Bay,45.35561,-75.79588,Private room,99,2,1,2017-07-03,0.02,4,0,0,
17449729,Urban condo in downtown.,48439550,Shahnaz,,Somerset,45.41507,-75.70496,Entire home/apt,100,185,15,2019-08-18,0.27,3,137,0,
17478679,Chester Copperpot Loft - Industrial Chic  -,85297148,Short And Suite,,Somerset,45.413,-75.7024,Entire home/apt,135,3,137,2020-01-01,2.52,59,92,17,
17479943,GREAT PLACE & GREAT PEOPLE! *Français & English,81829742,Maude,,Rideau-Rockcliffe,45.44783,-75.6309,Entire home/apt,45,1,36,2018-05-11,0.67,1,47,0,
17480003,Heather’s Hamlet Home,25105695,Heather,,Innes,45.44035,-75.56178,Private room,40,2,16,2019-08-11,0.31,1,166,0,
17495093,Le Petit Palais - Brand New - Art Deco - French,85297148,Short And Suite,,Somerset,45.413,-75.7024,Entire home/apt,128,2,164,2021-09-03,2.99,59,148,31,
17495287,The GREENBERG FLAT - BRAND NEW - Mid Century -,85297148,Short And Suite,,Somerset,45.413,-75.7024,Entire home/apt,150,3,180,2021-09-12,3.50,59,160,18,
17512959,Large and spacious studio apartment,1317297,Jose,,Somerset,45.41823,-75.69174,Entire home/apt,131,2,28,2019-09-01,0.74,1,179,2,
17531690,Clean and Comfortable Studio + Amazing Location,19290752,Mojgan,,Rideau-Vanier,45.43312,-75.69167,Entire home/apt,102,1,84,2021-08-27,2.09,2,359,18,
17545785,Near Ottawa airport,119034192,MEin,,River,45.35026,-75.67584,Entire home/apt,150,1,0,,,1,0,0,
17546511,Studio close to University of Ottawa and Downtown,70922168,Nicole,,Rideau-Vanier,45.42348,-75.67366,Entire home/apt,55,1,236,2019-11-23,4.24,3,0,0,
17568971,Bedroom with Private Bathroom and Balcony!,66819187,Suhail,,Gloucester-South Nepean,45.27074,-75.72679,Private room,25,1,186,2021-06-01,3.48,4,139,71,
17590838,"CanalView, Immaculate, Self Contained 2 bdrm, 3bed",119516995,Pamela And Judith,,Somerset,45.4125,-75.68396,Entire home/apt,112,1,205,2021-09-12,3.96,2,129,16,
17592568,Modern- Country Living 2 Bedroom in Basement-King,4505444,Bethany,,West Carleton-March,45.285,-75.99354,Entire home/apt,129,2,31,2021-08-29,15.25,1,118,9,
17683192,NEW Modern 2-Bedroom Executive Townhome in Kanata,120434979,Michelle,,Kanata South,45.27157,-75.85666,Entire home/apt,161,2,27,2017-08-18,0.57,1,0,0,
17690987,"Sunny, Bright unit in a Family Friendly Home",120512873,Jillian And Jonathan,,Rideau-Rockcliffe,45.42971,-75.6489,Entire home/apt,100,1,200,2019-10-30,3.74,1,1,0,
17718268,Elegant 1 Bdrm Apt Retreat Downtown,119516995,Pamela And Judith,,Somerset,45.41269,-75.68574,Entire home/apt,108,2,229,2021-09-28,4.49,2,292,17,
17719014,Sandy Hill-3 Bedroom Immaculate Apt.-Walk downtown,34602819,Christine,,Rideau-Vanier,45.42504,-75.67609,Entire home/apt,192,14,3,2021-04-30,0.08,12,89,1,
17748141,"1 Bedroom - Downtown, Byward Market - FREE PARKING",121084731,Bianca,,Rideau-Vanier,45.43354,-75.69243,Entire home/apt,104,1,167,2020-03-08,3.25,5,0,2,
17758653,Cosy 1 bedroom modern apartment.,50520188,Brian,,Rideau-Vanier,45.44317,-75.66835,Entire home/apt,443,90,1,2017-07-29,0.02,5,365,0,
17761397,Corporate Stays | Lisgar | Classy 1BR,38459934,Corporate Stays,,Somerset,45.41954,-75.69256,Entire home/apt,88,30,1,2017-05-28,0.02,62,116,0,
17778357,Quiet & Cozy Retreat near Downtown Ottawa,44539171,Nicole,,Rideau-Vanier,45.44394,-75.65818,Private room,78,1,50,2018-07-07,0.93,1,111,12,
17789763,1 bedroom loft in ByWard Market with Parking,22955083,Katherine,,Rideau-Vanier,45.43254,-75.69145,Entire home/apt,100,30,12,2018-07-08,0.22,2,83,0,
17812087,Casa Caboose-Sur-Canal w Parking,119349861,Craig,,Somerset,45.41222,-75.68474,Entire home/apt,108,2,292,2021-10-05,5.63,1,75,54,
17887021,Nicely appointed In-Law Suite with amenities.,84582723,Suzie,,Orleans,45.47875,-75.52769,Entire home/apt,66,2,94,2019-11-20,1.73,3,80,2,
17887616,Queen size Guest Room in luxurious home,84582723,Suzie,,Orleans,45.47797,-75.52718,Private room,55,2,54,2017-09-09,0.99,3,316,8,
17888974,Elegant Queen bed guest room with ensuite bath,84582723,Suzie,,Orleans,45.47797,-75.52718,Private room,57,2,165,2021-04-02,3.02,3,0,33,
17893244,Family Home Right Off Eastern 417,122573179,Tony,,Gloucester-Southgate,45.37231,-75.60483,Entire home/apt,89,3,10,2020-01-31,0.18,1,0,0,
17989355,Little hidden gem-petit bijou,34753610,Marie,,Rideau-Vanier,45.43237,-75.69452,Entire home/apt,94,4,22,2019-09-09,0.74,1,304,0,
18007422,★Monk Glebe suite with parking for medium car★,28026087,Bart,,Capital,45.39925,-75.68569,Entire home/apt,105,2,226,2020-12-27,4.44,2,114,30,
18018307,Spacious Executive Condo in Ottawa's Best Location,9369499,Carlos,,Somerset,45.41985,-75.69447,Entire home/apt,150,100,0,,,1,358,0,
18023069,Comfortable basement stay right next to Downtown!,81549039,Peter,,Rideau-Rockcliffe,45.44228,-75.62648,Private room,35,1,1,2019-05-31,0.03,2,0,0,
18024045,"Beautiful, modern, sun-filled 3-bedroom Glebe home",131623782,Lillian,,Capital,45.39886,-75.69398,Entire home/apt,350,3,15,2021-03-16,1.13,1,8,10,
18036621,"Comfort & Privacy, Right Downtown!",41453653,Sarah,,Somerset,45.40846,-75.70637,Entire home/apt,78,2,28,2019-12-26,0.55,1,0,0,
18074764,Bright heritage Westboro home for the plant lover!,2969861,Naomi,,Kitchissippi,45.38978,-75.7542,Entire home/apt,119,3,34,2020-02-01,0.89,1,74,0,
18075244,Estate King Apartment,65127327,Watani,,Rideau-Goulbourn,45.26015,-75.82531,Entire home/apt,110,2,43,2021-10-15,3.65,2,362,43,
18086347,Cute & Cozy Private Apartment,35819080,Lisa,,College,45.34754,-75.78283,Entire home/apt,89,2,117,2019-07-10,2.24,2,0,8,
18089745,Whole House in French Quarter (near downtown),5450674,Peter,,Rideau-Vanier,45.43542,-75.66007,Entire home/apt,55,2,3,2019-08-22,0.07,1,0,0,
18090493,Center Town Flat in Heritage Home.,49093363,Janis,,Somerset,45.41289,-75.69866,Entire home/apt,93,120,42,2019-09-04,1.45,5,0,0,
18091630,Basement Apt with Laundry & Close to Hospitals,63289235,Rhonda,,Alta Vista,45.39946,-75.62907,Entire home/apt,677,365,49,2018-05-15,1.20,1,0,0,
18110266,Heart of Downtown Ottawa 1 Bedrm Apt (T-09),41604531,Sam,,Rideau-Vanier,45.42987,-75.68322,Entire home/apt,87,1,322,2021-09-02,6.02,17,348,6,
18121024,Bright Loft in the heart of Little Italy,5775531,Ashley,,Somerset,45.40613,-75.70969,Entire home/apt,150,1,0,,,1,0,0,
18124589,"1 BD Unit - Clean, cozy, and convenient",6333491,Brittany,,River,45.38264,-75.73795,Entire home/apt,67,4,23,2019-07-26,0.42,1,0,0,
18140434,"Modern, renovated retreat plus Parking @ uOttawa",124831751,Shilpa And Pradeep,,Rideau-Vanier,45.42197,-75.67759,Entire home/apt,119,30,81,2019-09-29,1.55,3,105,3,
18161339,Modern basement Suite in the heart of Ottawa,124831751,Shilpa And Pradeep,,Rideau-Vanier,45.42109,-75.67765,Entire home/apt,80,30,57,2020-01-26,1.12,3,196,0,
18162196,Amazing 3 Bedroom with Free Parking,68953018,Prea,,Orleans,45.48255,-75.46969,Entire home/apt,103,2,98,2019-12-20,1.97,5,47,12,
18179994,Rideau River Charmer,14340901,Trish,,Rideau-Vanier,45.42926,-75.66898,Entire home/apt,60,7,43,2017-07-17,0.83,1,48,10,
18219856,Dunrobin Beach Home,10260286,Chelsea,,West Carleton-March,45.46006,-75.96696,Entire home/apt,300,7,9,2019-08-27,0.17,1,0,0,
18238490,Huge Downtown Home - Steps to Canal - TD Place,85297148,Short And Suite,,Capital,45.40332,-75.68782,Entire home/apt,199,5,143,2021-08-25,3.03,59,321,9,
18238852,3BDRM! Renovated Space Downtown with Private Entry,90517551,Chuck,,Rideau-Vanier,45.42934,-75.68368,Entire home/apt,133,13,116,2019-06-12,2.70,1,224,2,
18239254,"ENTIRE HOUSE, BRIGHT, CLEAN, PARKING",82950370,Nancy And Rick,,River,45.36417,-75.73666,Entire home/apt,200,3,3,2017-10-09,0.06,2,0,0,
18239506,Private in-law Suite with Ensuite+bath +Breakfast,126010146,Sabina & Shahbaz,,Orleans,45.48279,-75.47232,Private room,68,1,91,2020-02-16,1.70,2,84,3,
18255938,Cozy 3 Bedroom House near Downtown with Parking,126177419,Atiq,,Rideau-Rockcliffe,45.4289,-75.65502,Entire home/apt,143,2,355,2020-02-19,6.64,1,0,28,
18256765,Beautiful private suite with kitchenette,16355342,Ellen,,Gloucester-Southgate,45.35787,-75.6451,Private room,71,2,26,2019-02-03,0.62,1,62,5,
18291119,Spacious family friendly home in upper Sandy Hill,3704712,Anne,,Rideau-Vanier,45.43402,-75.67526,Entire home/apt,150,30,0,,,1,288,0,
18294035,"Happy, hippie, urban vegan space",7717684,Laurie,,Kitchissippi,45.40173,-75.72221,Entire home/apt,95,1,11,2019-09-29,0.27,1,15,0,
18309281,Clean Spacious 4Bd Home Manor Park 10mins Downtown,109368552,Nita,,Rideau-Rockcliffe,45.4555,-75.65511,Entire home/apt,142,3,234,2021-01-03,4.71,1,27,38,
18329403,Near park and highway,126813831,Agnieszka,,Kanata North,45.31707,-75.8927,Private room,50,1,5,2020-05-31,0.10,1,108,0,
18329930,"Cozy Ottawa home with backyard and patio, sleeps 5",43450724,Fern,,College,45.34362,-75.74157,Entire home/apt,450,2,0,,,1,363,0,
18375533,Architectural /  Modern / Luxe 2-Bedroom Apartment,38587489,Michelle,,Capital,45.39387,-75.68363,Entire home/apt,189,2,74,2019-06-19,1.40,1,0,0,
18387937,Private Basement Available Next to Ottawa Airport,22048209,Jessica,,Gloucester-Southgate,45.34429,-75.63179,Private room,41,1,14,2018-07-19,0.27,1,0,0,
18405249,"Small cozy room near Orleans Mall, women only",127518586,Jacinthe,,Orleans,45.48557,-75.5169,Private room,20,1,11,2019-08-31,0.21,2,0,0,
18412501,Constance Bay Sandy Beach Paradise/Winter Retreat,127581389,Jason,,West Carleton-March,45.49933,-76.07645,Entire home/apt,243,3,94,2020-03-13,2.14,1,187,32,
18431964,Peaceful and Friendly Home in Ottawa,127749959,Lenard,,Bay,45.35315,-75.79296,Private room,65,15,4,2019-08-31,0.10,1,47,0,
18433047,2br+ BEAUTY in the GLEBE at Lansdowne. A+ Location,85297148,Short And Suite,,Capital,45.39999,-75.68554,Entire home/apt,158,2,307,2019-09-24,6.26,59,136,40,
18446323,FREE PARKING - Downtown Bohemian Bachelor,101235575,Em,,Rideau-Vanier,45.42836,-75.6799,Entire home/apt,64,2,86,2019-07-12,1.64,1,0,0,
18461573,"""G"" Studio in Byward Market Downtown Ottawa",128012874,Andriy & Nataliya,,Rideau-Vanier,45.4288,-75.68974,Entire home/apt,71,28,259,2021-01-31,4.91,2,344,5,
18463971,Great location in friendly neighbourhood,123497706,Tammy,,College,45.35741,-75.77518,Private room,145,2,4,2017-07-03,0.08,1,0,0,
18475199,Bright Bedroom for Two - One bus to town centre,110406,Linda,,Gloucester-Southgate,45.37307,-75.61966,Private room,75,2,3,2021-09-10,0.06,1,166,2,
18490508,Beechwood Village Studio,41538016,Liliane,,Rideau-Rockcliffe,45.44327,-75.67265,Entire home/apt,76,2,307,2021-08-18,5.69,1,112,29,
18497925,Peaceful Retreat,128363351,Charlene,,Osgoode,45.19721,-75.39629,Private room,90,1,269,2019-12-08,5.82,1,155,49,
18503870,Clean and Modern Home in Kanata,44299395,Brent,,Stittsville-Kanata West,45.27612,-75.8886,Private room,48,1,80,2019-08-31,1.77,1,0,0,
18504834,Studio room in Wellington West,79548251,Kimberly,,Kitchissippi,45.39761,-75.73516,Entire home/apt,60,2,201,2021-09-12,4.09,1,97,16,
18508944,Cozy home close to Ottawa Airport,47986009,Sonia,,Gloucester-South Nepean,45.31145,-75.61023,Entire home/apt,130,1,40,2017-11-26,0.99,1,0,0,
18519795,"Ottawa Peaceful Room, free parking, pool",29448950,Marc,,Innes,45.44923,-75.5285,Private room,60,1,22,2017-09-26,0.41,3,15,0,
18519852,Trendy and Sparkling Bungalow,9551916,Kaara & Stacy,,Kitchissippi,45.38864,-75.72838,Entire home/apt,74,2,11,2019-08-25,0.21,1,0,0,
18521110,Central: Between Byward Market & Rockliffe.,20412624,Marena,,Rideau-Vanier,45.43433,-75.67931,Entire home/apt,125,2,2,2017-10-09,0.04,1,0,0,
18550005,Ottawa Ontario - Canada Day Inn,128777374,Anthony,,Barrhaven,45.28572,-75.75369,Private room,200,1,0,,,1,0,0,
18585843,"1 Bedroom, own bthrm, near Ottawa General Hospital",59021474,Lesley,,Alta Vista,45.39454,-75.66833,Private room,60,7,38,2020-08-08,0.78,2,215,1,
18585867,Spacious Manotick Bungalow with Country Charm,129050965,Shawn,,Rideau-Goulbourn,45.22002,-75.67427,Entire home/apt,186,3,135,2019-09-25,2.55,1,125,25,
18594015,Beautiful House - 15 Min from Downtown Ottawa,18189653,Anastasia,,Barrhaven,45.26799,-75.77341,Entire home/apt,255,15,13,2017-08-21,0.24,3,354,0,
18594329,Duplex in ByWard Market with Parking,22955083,Katherine,,Rideau-Vanier,45.43228,-75.69217,Entire home/apt,169,30,33,2018-06-07,0.63,2,87,0,
18594507,kanata friendly space no.1,129123382,Connie,,Kanata South,45.29168,-75.85453,Private room,90,1,18,2021-08-22,0.34,2,59,2,
18595855,Ottawa West House,129135967,Ernie,,Bay,45.35859,-75.78846,Private room,400,1,0,,,1,87,0,
18598601,"Family home near Dow's lake, parking & backyard",67434848,Michelle,,Kitchissippi,45.39711,-75.71474,Entire home/apt,109,1,19,2020-02-16,0.36,1,0,0,
18600996,Delightful spring/summer/ fall getaway!,129134593,Arda,,West Carleton-March,45.47346,-76.21656,Private room,100,1,14,2021-09-08,0.49,1,179,3,
18610954,Spacious comfortable apartment-private entrance,61753664,Eira,,Alta Vista,45.39905,-75.6297,Entire home/apt,100,2,41,2019-02-17,0.83,1,39,1,
18613972,"Ottawa West1 self check in, WIFI bar fridge Keurig",129292700,Greg,,Stittsville-Kanata West,45.27488,-75.93433,Private room,39,1,94,2020-02-04,1.90,2,16,0,
18627302,Beautiful Hintonburg 2 Bedroom Minutes to Downtown,59055077,Randa,,Kitchissippi,45.40318,-75.73152,Entire home/apt,61,28,9,2020-06-17,0.33,2,29,1,
18690800,Luxury Apartment in the heart of downtown Ottawa,82166938,Dylan,,Somerset,45.41929,-75.69947,Entire home/apt,162,2,46,2019-08-29,0.85,1,0,0,
18708790,Private room in rented townhouse,93232736,Ivan,,River,45.36804,-75.70367,Private room,85,30,1,2017-07-02,0.02,3,83,0,
18709620,Private Apartment in the Glebe Annex with Parking,36128156,Zena,,Capital,45.40243,-75.70346,Entire home/apt,89,5,14,2017-08-20,0.26,1,0,1,
18716469,Spacious home - Center of Ottawa with free parking,70355678,JP /Tamara,,Rideau-Vanier,45.43627,-75.65469,Entire home/apt,229,2,70,2021-05-17,1.35,1,302,6,
18716949,Clean + Cozy Private Bedroom in New House,11970550,Prakriti,,Stittsville-Kanata West,45.274,-75.88563,Private room,65,1,36,2019-09-02,0.67,1,0,0,
18733121,Modern studio close to University of Ottawa,70922168,Nicole,,Rideau-Vanier,45.4221,-75.67385,Entire home/apt,52,1,89,2019-08-27,1.67,3,0,0,
18757009,Modern 4 bedroom townhouse in downtown Ottawa,94987459,Matt,,Rideau-Vanier,45.41785,-75.66427,Entire home/apt,272,2,188,2020-02-23,3.74,1,5,27,
18757065,"Bright Room (L-desk), river near",130509033,Paul (& Sue Ann),,Orleans,45.47643,-75.55205,Private room,26,2,13,2021-09-14,0.25,3,0,3,
18789520,"Quiet 4 bedrooms house, 3 bedrooms available",71018635,Carl,,Beacon Hill-Cyrville,45.44222,-75.59626,Private room,83,7,8,2019-06-23,0.15,2,89,0,
18809375,"Airy Room, river near, (buses)",130509033,Paul (& Sue Ann),,Orleans,45.47511,-75.55229,Private room,23,1,41,2018-08-19,2.21,3,0,1,
18812085,Garden townhouse close to downtown Ottawa,73845982,Karla,,Rideau-Rockcliffe,45.42701,-75.66603,Entire home/apt,90,14,16,2017-06-24,0.31,1,0,0,
